"Gene ID","source_id","Computed GO Component IDs","Computed GO Components","Computed GO Functions","Computed GO Function IDs","Computed GO Process IDs","Computed GO Processes"
"TGME49_263420","TGME49_263420.R2467","N/A","N/A","obsolete ubiquitin thiolesterase activity;thiol-dependent deubiquitinase","GO:0004221;GO:0004843","GO:0016579;GO:0006511","protein deubiquitination;ubiquitin-dependent protein catabolic process"
"TGME49_263470","TGME49_263470-t26_1","GO:0005622","intracellular anatomical structure","obsolete ubiquitin thiolesterase activity;thiol-dependent deubiquitinase","GO:0004221;GO:0004843","GO:0006511","ubiquitin-dependent protein catabolic process"
"TGME49_263480","TGME49_263480.R2471","GO:0016021;GO:0016020","integral component of membrane;membrane","antiporter activity;sodium:proton antiporter activity;solute:proton antiporter activity","GO:0015297;GO:0015385;GO:0015299","GO:0006812;GO:1902600;GO:0006885;GO:0006814;GO:0055085","cation transport;proton transmembrane transport;regulation of pH;sodium ion transport;transmembrane transport"
"TGME49_263510","TGME49_263510.R2473","GO:0005815;GO:0000922","microtubule organizing center;spindle pole","gamma-tubulin binding","GO:0043015","GO:0000226;GO:0007020","microtubule cytoskeleton organization;microtubule nucleation"
"TGME49_263520","TGME49_263520-t26_1","N/A","N/A","microtubule binding","GO:0008017","N/A","N/A"
"TGME49_263550","TGME49_263550-t26_1","GO:0005761;GO:1990904","mitochondrial ribosome;ribonucleoprotein complex","structural constituent of ribosome","GO:0003735","GO:0006412","translation"
"TGME49_263680","TGME49_263680.R2487","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_263700","TGME49_263700-t26_1","GO:0009507;GO:0005622;GO:1990904;GO:0005840","chloroplast;intracellular anatomical structure;ribonucleoprotein complex;ribosome","structural constituent of ribosome","GO:0003735","GO:0006412","translation"
"TGME49_263840","TGME49_263840.R2496","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_263990","TGME49_263990.R2500","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_264040","TGME49_264040.R2503","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_264050","TGME49_264050.R2504","N/A","N/A","acid-amino acid ligase activity;ligase activity;ubiquitin-protein transferase activity","GO:0016881;GO:0016874;GO:0004842","N/A","N/A"
"TGME49_264080","TGME49_264080-t26_1","N/A","N/A","obsolete cofactor binding","GO:0048037","GO:0006633","fatty acid biosynthetic process"
"TGME49_264210","TGME49_264210.R2513","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_264220","TGME49_264220.R2514","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_264225","TGME49_264225-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_264230","TGME49_264230-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_264240","TGME49_264240-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_264250","TGME49_264250-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_264260","TGME49_264260-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_264485","TGME49_264485-t26_1","GO:0005634","nucleus","DNA binding;DNA-binding transcription factor activity","GO:0003677;GO:0003700","GO:0006355","regulation of transcription, DNA-templated"
"TGME49_264660","TGME49_264660-t26_1","GO:0016020","membrane","hydrolase activity","GO:0016787","N/A","N/A"
"TGME49_264730","TGME49_264730-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_264760","TGME49_264760-t26_1","N/A","N/A","lipid binding;phospholipid binding;protein binding","GO:0008289;GO:0005543;GO:0005515","GO:0006869","lipid transport"
"TGME49_264960","TGME49_264960.R2528","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_264990","TGME49_264990.R2529","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_265150","TGME49_265150-t26_1","N/A","N/A","protein binding","GO:0005515","N/A","N/A"
"TGME49_265180","TGME49_265180.R2534","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_265240","TGME49_265240-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_265330","TGME49_265330-t26_1","N/A","N/A","ATP binding;protein kinase activity;protein serine/threonine kinase activity;tau-protein kinase activity","GO:0005524;GO:0004672;GO:0004674;GO:0050321","GO:0006468","protein phosphorylation"
"TGME49_265370","TGME49_265370.R2537","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_265450","TGME49_265450-t26_1","N/A","N/A","ATP binding;glucose binding;hexokinase activity;phosphotransferase activity, alcohol group as acceptor","GO:0005524;GO:0005536;GO:0004396;GO:0016773","GO:0005975;GO:0001678;GO:0006096","carbohydrate metabolic process;cellular glucose homeostasis;glycolytic process"
"TGME49_265470","TGME49_265470.R2539","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_265542","TGME49_265542-t26_1","GO:0016020","membrane","catalytic activity;cation binding;metal ion binding;myosin phosphatase activity;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0003824;GO:0043169;GO:0046872;GO:0017018;GO:0004721;GO:0004722","GO:0006470","protein dephosphorylation"
"TGME49_265650","TGME49_265650-t26_1","GO:0016020","membrane","catalytic activity;cation binding;metal ion binding;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0003824;GO:0043169;GO:0046872;GO:0004721;GO:0004722","GO:0006470","protein dephosphorylation"
"TGME49_265770","TGME49_265770.R2543","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_265840","TGME49_265840.R2549","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_265850","TGME49_265850.R2550","N/A","N/A","protein binding","GO:0005515","N/A","N/A"
"TGME49_266060","TGME49_266060-t26_1","GO:0022627;GO:0005622;GO:0005840;GO:0015935","cytosolic small ribosomal subunit;intracellular anatomical structure;ribosome;small ribosomal subunit","structural constituent of ribosome","GO:0003735","GO:0000028;GO:0006412","ribosomal small subunit assembly;translation"
"TGME49_266070","TGME49_266070.R2556","GO:0005622;GO:1990904;GO:0005840","intracellular anatomical structure;ribonucleoprotein complex;ribosome","structural constituent of ribosome","GO:0003735","GO:0006412","translation"
"TGME49_266080","TGME49_266080.R2557","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_266100","TGME49_266100.R2559","N/A","N/A","ATP binding;protein kinase activity;protein serine/threonine kinase activity","GO:0005524;GO:0004672;GO:0004674","GO:0006468","protein phosphorylation"
"TGME49_266120","TGME49_266120-t26_1","N/A","N/A","glutathione peroxidase activity;peroxiredoxin activity","GO:0004602;GO:0051920","GO:0055114;GO:0006979","obsolete oxidation-reduction process;response to oxidative stress"
"TGME49_266130","TGME49_266130-t26_1","N/A","N/A","glutathione peroxidase activity;peroxiredoxin activity","GO:0004602;GO:0051920","GO:0055114;GO:0006979","obsolete oxidation-reduction process;response to oxidative stress"
"TGME49_266260","TGME49_266260-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_266280","TGME49_266280-t26_1","GO:0030131;GO:0030117","clathrin adaptor complex;membrane coat","N/A","N/A","GO:0006886;GO:0016192","intracellular protein transport;vesicle-mediated transport"
"TGME49_266320","TGME49_266320.R2562","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_266630","TGME49_266630.R2573","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_266710","TGME49_266710.R2578","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_266740","TGME49_266740.R2579","N/A","N/A","RNA binding;nucleic acid binding","GO:0003723;GO:0003676","N/A","N/A"
"TGME49_266760","TGME49_266760.R2580","N/A","N/A","NAD binding;isocitrate dehydrogenase (NADP+) activity;magnesium ion binding;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","GO:0051287;GO:0004450;GO:0000287;GO:0016616","GO:0006102;GO:0006099","isocitrate metabolic process;tricarboxylic acid cycle"
"TGME49_266760","TGME49_266760.R2581","N/A","N/A","NAD binding;isocitrate dehydrogenase (NADP+) activity;magnesium ion binding;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","GO:0051287;GO:0004450;GO:0000287;GO:0016616","GO:0006102;GO:0055114","isocitrate metabolic process;obsolete oxidation-reduction process"
"TGME49_266800","TGME49_266800.R2582","GO:0016020","membrane","manganese ion transmembrane transporter activity","GO:0005384","GO:0030026","cellular manganese ion homeostasis"
"TGME49_266840","TGME49_266840-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_266910","TGME49_266910-t26_1","N/A","N/A","ATP binding;RNA polymerase II CTD heptapeptide repeat kinase activity;protein kinase activity","GO:0005524;GO:0008353;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_266940","TGME49_266940.R2588","GO:0016020","membrane","palmitoyltransferase activity;protein-cysteine S-palmitoyltransferase activity;zinc ion binding","GO:0016409;GO:0019706;GO:0008270","N/A","N/A"
"TGME49_266960","TGME49_266960.R2590","GO:0005874;GO:0032991","microtubule;protein-containing complex","GTP binding;GTPase activity;structural constituent of cytoskeleton","GO:0005525;GO:0003924;GO:0005200","GO:0007017;GO:0006184;GO:0051258","microtubule-based process;obsolete GTP catabolic process;protein polymerization"
"TGME49_267030","TGME49_267030.R2593","N/A","N/A","ATP binding;DNA binding;RNA binding;helicase activity;hydrolase activity;nucleic acid binding;ribonuclease III activity","GO:0005524;GO:0003677;GO:0003723;GO:0004386;GO:0016787;GO:0003676;GO:0004525","GO:0006396","RNA processing"
"TGME49_267040","TGME49_267040-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_267050","TGME49_267050-t26_1","N/A","N/A","hydrolase activity;serine-type peptidase activity","GO:0016787;GO:0008236","GO:0006508","proteolysis"
"TGME49_267060","TGME49_267060.R2595","GO:0005622;GO:0005840","intracellular anatomical structure;ribosome","RNA binding;structural constituent of ribosome","GO:0003723;GO:0003735","GO:0006412","translation"
"TGME49_267070","TGME49_267070-t26_1","GO:0016020","membrane","channel activity;transporter activity","GO:0015267;GO:0005215","GO:0055085;GO:0006810","transmembrane transport;transport"
"TGME49_267100","TGME49_267100.R2596","GO:0016020","membrane","catalytic activity;cation binding;metal ion binding;myosin phosphatase activity;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0003824;GO:0043169;GO:0046872;GO:0017018;GO:0004721;GO:0004722","GO:0006470","protein dephosphorylation"
"TGME49_267300","TGME49_267300-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_267340","TGME49_267340-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_267370","TGME49_267370.R2599","N/A","N/A","ATP binding;microtubule binding;microtubule motor activity","GO:0005524;GO:0008017;GO:0003777","GO:0007018","microtubule-based movement"
"TGME49_267380","TGME49_267380.R2600","GO:0000139;GO:0016021;GO:0016020","Golgi membrane;integral component of membrane;membrane","carbohydrate:proton symporter activity;pyrimidine nucleotide-sugar transmembrane transporter activity","GO:0005351;GO:0015165","GO:0008643;GO:0090481;GO:0055085","carbohydrate transport;pyrimidine nucleotide-sugar transmembrane transport;transmembrane transport"
"TGME49_267400","TGME49_267400-t26_1","GO:0005622;GO:1990904;GO:0005840","intracellular anatomical structure;ribonucleoprotein complex;ribosome","structural constituent of ribosome","GO:0003735","GO:0006412","translation"
"TGME49_267460","TGME49_267460.R2601","GO:0005634","nucleus","DNA binding;DNA-binding transcription factor activity","GO:0003677;GO:0003700","GO:0006355","regulation of transcription, DNA-templated"
"TGME49_267490","TGME49_267490-t26_1","N/A","N/A","cysteine-type peptidase activity;dipeptidyl-peptidase activity","GO:0008234;GO:0008239","GO:0006508","proteolysis"
"TGME49_267500","TGME49_267500.R2603","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_267550","TGME49_267550-t26_1","N/A","N/A","adenylate cyclase activity;protein binding","GO:0004016;GO:0005515","N/A","N/A"
"TGME49_267620","TGME49_267620.R2609","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_267680","TGME49_267680-t26_1","N/A","N/A","calcium ion binding;protein binding","GO:0005509;GO:0005515","N/A","N/A"
"TGME49_267700","TGME49_267700.R2611","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_267740","TGME49_267740.R2614","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_267775","TGME49_267775-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_267800","TGME49_267800-t26_1","N/A","N/A","GTP binding;GTPase activity","GO:0005525;GO:0003924","N/A","N/A"
"TGME49_268010","TGME49_268010.R2621","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_268210","TGME49_268210.R2626","N/A","N/A","AMP-activated protein kinase activity;ATP binding;cAMP-dependent protein kinase activity;protein kinase activity","GO:0004679;GO:0005524;GO:0004691;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_268260","TGME49_268260.R2628","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_268590","TGME49_268590.R2641","GO:0016021;GO:0016020","integral component of membrane;membrane","serine-type endopeptidase activity","GO:0004252","GO:0006508","proteolysis"
"TGME49_268650","TGME49_268650.R2642","N/A","N/A","ATP binding;ATP hydrolysis activity","GO:0005524;GO:0016887","GO:0019538","protein metabolic process"
"TGME49_268790","TGME49_268790.R2648","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_268810","TGME49_268810.R2649","GO:0005956","protein kinase CK2 complex","protein kinase regulator activity","GO:0019887","N/A","N/A"
"TGME49_268830","TGME49_268830.R2651","GO:0000276","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","proton transmembrane transporter activity","GO:0015078","GO:0015986","ATP synthesis coupled proton transport"
"TGME49_268840","TGME49_268840.R2652","GO:0005634","nucleus","S-adenosylmethionine-dependent methyltransferase activity;mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity;methyltransferase activity;nucleic acid binding","GO:0008757;GO:0016422;GO:0008168;GO:0003676","GO:0032259;GO:0006139","methylation;nucleobase-containing compound metabolic process"
"TGME49_268850","TGME49_268850.R2653","GO:0000015","phosphopyruvate hydratase complex","magnesium ion binding;phosphopyruvate hydratase activity","GO:0000287;GO:0004634","GO:0006096","glycolytic process"
"TGME49_268860","TGME49_268860.R2654","GO:0000015","phosphopyruvate hydratase complex","magnesium ion binding;phosphopyruvate hydratase activity","GO:0000287;GO:0004634","GO:0006096","glycolytic process"
"TGME49_268900","TGME49_268900.R2657","N/A","N/A","zinc ion binding","GO:0008270","N/A","N/A"
"TGME49_268910","TGME49_268910.R2658","GO:0016020","membrane","serine-type endopeptidase activity;serine-type peptidase activity","GO:0004252;GO:0008236","GO:0006508;GO:0006465","proteolysis;signal peptide processing"
"TGME49_269010","TGME49_269010-t26_1","GO:0005634","nucleus","DNA binding;DNA-binding transcription factor activity","GO:0003677;GO:0003700","GO:0006355","regulation of transcription, DNA-templated"
"TGME49_269150","TGME49_269150.R2667","GO:0016020","membrane","palmitoyltransferase activity;protein-cysteine S-palmitoyltransferase activity;zinc ion binding","GO:0016409;GO:0019706;GO:0008270","N/A","N/A"
"TGME49_269290","TGME49_269290.R2677","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_269330","TGME49_269330-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_269442","TGME49_269442.R2683","N/A","N/A","calcium ion binding","GO:0005509","N/A","N/A"
"TGME49_269460","TGME49_269460.R2685","N/A","N/A","calcium ion binding;hydrolase activity;phosphoprotein phosphatase activity","GO:0005509;GO:0016787;GO:0004721","N/A","N/A"
"TGME49_269480","TGME49_269480.R2686","GO:0030131","clathrin adaptor complex","protein binding","GO:0005515","GO:0006886;GO:0016192","intracellular protein transport;vesicle-mediated transport"
"TGME49_269690","TGME49_269690.R2695","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_269730","TGME49_269730.R2699","N/A","N/A","ATP binding;myosin light chain kinase activity;protein kinase activity","GO:0005524;GO:0004687;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_269740","TGME49_269740.R2700","N/A","N/A","ATP hydrolysis activity;helicase activity;nucleic acid binding;zinc ion binding","GO:0016887;GO:0004386;GO:0003676;GO:0008270","N/A","N/A"
"TGME49_269820","TGME49_269820-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_269885","TGME49_269885.R2707","N/A","N/A","metal ion binding;metalloendopeptidase activity;zinc ion binding","GO:0046872;GO:0004222;GO:0008270","GO:0006508","proteolysis"
"TGME49_269960","TGME49_269960.R2711","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_269980","TGME49_269980-t26_1","GO:0016020","membrane","protein-transporting ATPase activity","GO:0015450","GO:0015031","protein transport"
"TGME49_270140","TGME49_270140.R2721","GO:0046540;GO:0005682;GO:0005681","U4/U6 x U5 tri-snRNP complex;U5 snRNP;spliceosomal complex","N/A","N/A","GO:0000398;GO:0000278","mRNA splicing, via spliceosome;mitotic cell cycle"
"TGME49_270190","TGME49_270190.R2724","N/A","N/A","catalytic activity;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0003824;GO:0004721;GO:0004722","GO:0006470","protein dephosphorylation"
"TGME49_270240","TGME49_270240-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_270250","TGME49_270250-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_270320","TGME49_270320.R2732","N/A","N/A","catalytic activity;myosin phosphatase activity;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0003824;GO:0017018;GO:0004721;GO:0004722","GO:0006470","protein dephosphorylation"
"TGME49_270330","TGME49_270330.R2733","N/A","N/A","ATP binding;RNA polymerase II CTD heptapeptide repeat kinase activity;protein kinase activity;protein tyrosine kinase activity","GO:0005524;GO:0008353;GO:0004672;GO:0004713","GO:0006468","protein phosphorylation"
"TGME49_270360","TGME49_270360.R2735","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_270370","TGME49_270370.R2736","GO:0030121","AP-1 adaptor complex","clathrin adaptor activity","GO:0035615","GO:0006886;GO:0015031;GO:0016192","intracellular protein transport;protein transport;vesicle-mediated transport"
"TGME49_270380","TGME49_270380-t26_1","GO:0005622;GO:1990904;GO:0005840","intracellular anatomical structure;ribonucleoprotein complex;ribosome","structural constituent of ribosome","GO:0003735","GO:0006412","translation"
"TGME49_270510","TGME49_270510-t26_1","GO:0110165;GO:0005737","cellular anatomical entity;cytoplasm","ATP binding;aminoacyl-tRNA ligase activity;asparagine-tRNA ligase activity;nucleic acid binding;nucleotide binding","GO:0005524;GO:0004812;GO:0004816;GO:0003676;GO:0000166","GO:0006421;GO:0006418","asparaginyl-tRNA aminoacylation;tRNA aminoacylation for protein translation"
"TGME49_270630","TGME49_270630.R2775","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_270690","TGME49_270690.R2777","N/A","N/A","GTP binding;GTPase activity;aminoacyl-tRNA ligase activity","GO:0005525;GO:0003924;GO:0004812","N/A","N/A"
"TGME49_270700","TGME49_270700.R2778","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_270865","TGME49_270865.R2787","N/A","N/A","adenylate cyclase activity;phosphorus-oxygen lyase activity","GO:0004016;GO:0016849","GO:0009190;GO:0035556","cyclic nucleotide biosynthetic process;intracellular signal transduction"
"TGME49_270910","TGME49_270910.R2789","N/A","N/A","acyltransferase activity;glycerol-3-phosphate O-acyltransferase activity;sn-1-glycerol-3-phosphate C16:0-DCA-CoA acyl transferase activity","GO:0016746;GO:0004366;GO:0102420","GO:0006650;GO:0008152","glycerophospholipid metabolic process;metabolic process"
"TGME49_270920","TGME49_270920.R2790","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_271030","TGME49_271030.R2797","GO:0005634","nucleus","DNA binding;DNA-binding transcription factor activity","GO:0003677;GO:0003700","GO:0006355","regulation of transcription, DNA-templated"
"TGME49_271050","TGME49_271050-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_271060","TGME49_271060.R2798","N/A","N/A","N/A","N/A","GO:0006904;GO:0016192","vesicle docking involved in exocytosis;vesicle-mediated transport"
"TGME49_271070","TGME49_271070-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_271145","TGME49_271145.R2803","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_271200","TGME49_271200-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_271420","TGME49_271420-t26_1","GO:0016020","membrane","hydroxymethylbilane synthase activity","GO:0004418","GO:0018160;GO:0006782;GO:0033014","peptidyl-pyrromethane cofactor linkage;protoporphyrinogen IX biosynthetic process;tetrapyrrole biosynthetic process"
"TGME49_271580","TGME49_271580-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_271780","TGME49_271780.R2823","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_271880","TGME49_271880.R2826","GO:0005622","intracellular anatomical structure","zinc ion binding","GO:0008270","N/A","N/A"
"TGME49_271930","TGME49_271930.R2831","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_271960","TGME49_271960-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_272200","TGME49_272200.R2842","N/A","N/A","ATP binding;cAMP-dependent protein kinase activity;protein kinase C activity;protein kinase activity","GO:0005524;GO:0004691;GO:0004697;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_272280","TGME49_272280.R2848","N/A","N/A","catalytic activity;cation binding;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0003824;GO:0043169;GO:0004721;GO:0004722","GO:0006470","protein dephosphorylation"
"TGME49_272290","TGME49_272290.R2850","N/A","N/A","catalytic activity;pyruvate dehydrogenase (acetyl-transferring) activity","GO:0003824;GO:0004739","GO:0006086;GO:0008152","acetyl-CoA biosynthetic process from pyruvate;metabolic process"
"TGME49_272320","TGME49_272320.R2851","GO:0016020","membrane","palmitoyltransferase activity;protein binding;zinc ion binding","GO:0016409;GO:0005515;GO:0008270","N/A","N/A"
"TGME49_272380","TGME49_272380.R2856","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_272420","TGME49_272420.R2862","N/A","N/A","O-acyltransferase activity;phosphatidylcholine-sterol O-acyltransferase activity","GO:0008374;GO:0004607","GO:0006629","lipid metabolic process"
"TGME49_272430","TGME49_272430.R2863","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_272460","TGME49_272460.R2865","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_272500","TGME49_272500.R2868","GO:0016021;GO:0016020","integral component of membrane;membrane","transmembrane transporter activity","GO:0022857","GO:0008643;GO:0055085","carbohydrate transport;transmembrane transport"
"TGME49_272510","TGME49_272510-t26_1","N/A","N/A","aspartic-type endopeptidase activity","GO:0004190","GO:0006508","proteolysis"
"TGME49_272520","TGME49_272520.R2869","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_272540","TGME49_272540.R2870","N/A","N/A","ATP binding;cAMP-dependent protein kinase activity;protein kinase activity;protein serine/threonine kinase activity","GO:0005524;GO:0004691;GO:0004672;GO:0004674","GO:0006468","protein phosphorylation"
"TGME49_272600","TGME49_272600-t26_1","GO:0030131;GO:0030117","clathrin adaptor complex;membrane coat","N/A","N/A","GO:0006886;GO:0016192","intracellular protein transport;vesicle-mediated transport"
"TGME49_272640","TGME49_272640.R2876","N/A","N/A","translation initiation factor activity","GO:0003743","N/A","N/A"
"TGME49_272660","TGME49_272660.R2878","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_272670","TGME49_272670.R2879","N/A","N/A","metal ion binding;metalloendopeptidase activity;metallopeptidase activity","GO:0046872;GO:0004222;GO:0008237","GO:0006508","proteolysis"
"TGME49_272710","TGME49_272710.R2881","GO:0005634","nucleus","DNA binding;DNA-binding transcription factor activity","GO:0003677;GO:0003700","GO:0006355","regulation of transcription, DNA-templated"
"TGME49_272900","TGME49_272900.R2887","GO:0005634","nucleus","ATP binding;ATP hydrolysis activity;ATP-dependent DNA damage sensor activity;ATP-dependent activity, acting on DNA;DNA binding;DNA strand exchange activity;double-stranded DNA binding;nucleotide binding;single-stranded DNA binding","GO:0005524;GO:0016887;GO:0140664;GO:0008094;GO:0003677;GO:0000150;GO:0003690;GO:0000166;GO:0003697","GO:0006259;GO:0006281;GO:0009432;GO:0000724;GO:1990426","DNA metabolic process;DNA repair;SOS response;double-strand break repair via homologous recombination;mitotic recombination-dependent replication fork processing"
"TGME49_273040","TGME49_273040-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_273050","TGME49_273050.R2890","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_273060","TGME49_273060-t26_1","GO:0005622;GO:0005840","intracellular anatomical structure;ribosome","structural constituent of ribosome","GO:0003735","GO:0006412","translation"
"TGME49_273320","TGME49_273320-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_273500","TGME49_273500.R2906","GO:0005634","nucleus","protein O-GlcNAc transferase activity;protein binding","GO:0097363;GO:0005515","GO:0009740;GO:0006486","gibberellic acid mediated signaling pathway;protein glycosylation"
"TGME49_273560","TGME49_273560.R2909","N/A","N/A","ATP binding;microtubule binding;microtubule motor activity","GO:0005524;GO:0008017;GO:0003777","GO:0007018","microtubule-based movement"
"TGME49_273610","TGME49_273610.R2912","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_273660","TGME49_273660.R2914","GO:0005634","nucleus","DNA binding;DNA-binding transcription factor activity","GO:0003677;GO:0003700","GO:0006355","regulation of transcription, DNA-templated"
"TGME49_273740","TGME49_273740-t26_1","N/A","N/A","acetyl-CoA C-acyltransferase activity;acyltransferase activity;acyltransferase activity, transferring groups other than amino-acyl groups","GO:0003988;GO:0016746;GO:0016747","GO:0008152","metabolic process"
"TGME49_273830","TGME49_273830-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_273850","TGME49_273850.R2923","GO:0005643","nuclear pore","structural constituent of nuclear pore","GO:0017056","GO:0015031","protein transport"
"TGME49_273870","TGME49_273870.R2924","N/A","N/A","ATP binding;ATP-dependent chromatin remodeler activity;DNA binding;helicase activity;hydrolase activity;nucleic acid binding","GO:0005524;GO:0140658;GO:0003677;GO:0004386;GO:0016787;GO:0003676","N/A","N/A"
"TGME49_273905","TGME49_273905.R2925","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_273980","TGME49_273980-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_274000","TGME49_274000.R2931","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_274120","TGME49_274120.R2940","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_274160","TGME49_274160.R2944","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_274170","TGME49_274170-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_274180","TGME49_274180.R2945","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_274280","TGME49_274280-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_274290","TGME49_274290-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_274700","TGME49_274700-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_275360","TGME49_275360.R2950","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_275420","TGME49_275420-t26_1","N/A","N/A","flavin adenine dinucleotide binding;methyltransferase activity;oxidoreductase activity;polyamine oxidase activity","GO:0050660;GO:0008168;GO:0016491;GO:0046592","GO:0032259;GO:0055114;GO:0008033","methylation;obsolete oxidation-reduction process;tRNA processing"
